source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
Telegraph,http://www.telegraphindia.com/1100920/jsp/nation/story_12958037.jsp,2440,09/17/2010 12:00:00 AM,,"Maletha village, near Badrinath","Hundreds of tourists from Bengal are feared stranded in Uttarakhand where heavy rain has triggered landslides and floods that have killed over 60 people in two days.  Banerjee said landslides stopped them thrice on the way to Hardwar. “Twice, we moved after the debris were cleared. Near Maletha, the landslide was very big.” “Police told us there are landslides every 3km. They said it would take four-five days to clear the roads,” said Ramprasad Mondal, an Air India employee who is part of a group of 10 staying at the Bharat Sevashram Sangh Ashram in Badrinath. “Two other families from Calcutta are also stuck here.”","Maletha village, near Badrinath",50km,landslide,downpour,very_large,unknown,,,,,,glc,2440.0,India,IN,Uttarakhand,13865.0,Joshīmath,21.72471,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.49970189,30.75402442,3144
bhutanobserver,http://www.bhutanobserver.bt/2009/bhutan-news/10/massive-mudslide-blocks-highway.html,1260,10/15/2009 12:00:00 AM,,"Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro","A massive mudslide on the Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro, brought the traffic to standstill for over three hours yesterday.  Some 20 stranded passengers travelling to Paro made transit trips to their destination. Others waited till the road was cleared partially, at 2:40 pm.","Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro",5km,mudslide,rain,small,unknown,0.0,,,,,glc,1260.0,Bhutan,BT,Paro,2169.0,Paro,18.30722,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,89.545,27.3144,2151
news.com.au,http://www.news.com.au/world/breaking-news/two-landslides-leave-nine-dead-in-nepal/story-e6frfkui-1226987653256,6138,07/13/2014 12:00:00 AM,,Sindupalchowk,"Six people were killed when three houses collapsed following a landslide caused by heavy rains in the Sindupalchowk district in northwestern Nepal, Image Channel television reported. Five people were rescued and are in serious condition, the report said, while five others are still missing. Three men were buried alive and two rescued when another landslide struck a stone quarry in the village of Lele in Nepal's Lalitpur district. Landslides and flooding in Nepal are common during the monsoon season that stretches from June to September.",Sindupalchowk,10km,landslide,rain,small,unknown,6.0,5.0,,,,glc,6138.0,Nepal,NP,,1600.0,Kodāri,26.07781,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.6838,27.9411,2043
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-07-10/bhotekoshi-sweeps-away-15-more-houses.html,8911,07/07/2016 11:00:00 PM,,"Chaurikharka, Solukhumbu district, Nepal","Fatalities and injuries unknown. As many as 22 families of Chaurikharka-4 in Solukhumbu district have been displaced after seven houses were buried in a landslide on Thursday night, according to the Eastern Regional Police Office.  Initial estimates suggest that property worth around Rs 20 million was destroyed in the disaster. Other nine families are at high risk, said police. Security personnel from the Nepal Army and Nepal Police rescued the victims and moved them to safer locations. Similarly, in Mugu, 12 villages are extremely vulnerable to landslides and flooding, said the District Natural Disaster Rescue and Relief Committee. People of Gadekhola, Righa, Rawaldanda, Magri and other villages are having sleepless nights due to fears of possible landslides and flooding.  Nanda Prasad Jaishi, a villager from Righa, said his family has left the house.  “A landslide has already occurred above our settlement,” he said. (PR)","Chaurikharka, Solukhumbu district, Nepal",10km,landslide,downpour,large,natural_slope,0.0,0.0,,,,glc,8911.0,Nepal,NP,Eastern Region,2324.0,Namche Bazar,11.66618,07/12/2016 06:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.726,27.7009,3127
The Indian Express,http://indianexpress.com/article/india/india-news-india/jammu-srinagar-national-highway-opens-for-traffic-2959736/,9468,08/07/2016 12:00:00 AM,,"Seri, Ramban","The Jammu-Srinagar National highway was closed for vehicular traffic due to landslides triggered by heavy rains at Gangroo, Panthal, Seri and Karool areas in Ramban district. Canal road-Jewel chowk and Akhnoor road-Bakshinagar areas witnessed heavy traffic jam for several hours, police officials said.","Seri, Ramban",5km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,9468.0,India,IN,Kashmir,7317.0,Rāmban,2.14453,08/19/2016 07:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2131,33.2483,709
I Love Siliguri,http://ilovesiliguri.com/nh10-closed-landslide-between-coronation-bridge-and-sevoke-kalibari-today-morning/,9138,07/21/2016 09:00:00 AM,,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",Landslide closes NH 10 between Coronation Bridge and Sevoke Kalibari today.,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",1km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,9138.0,India,IN,West Bengal,12311.0,Odlābāri,17.23368,07/22/2016 07:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4719,26.9015,189
news.in,http://news.in.msn.com/international/article.aspx?cp-documentid=5342124,3875,08/03/2011 12:00:00 AM,,Rolpa,"Kathmandu, Aug 4 (PTI) Three children of a family died after a landslide triggered by incessant rain swept away their house in a village in western Nepal.  Two sisters, Nam Thapa, 11, and Manu Thapa, 9, and their two-year-old brother were buried to death when the landslide hit their house in Rolpa district yesterday, police said today.  The children''s parents were seriously injured in the incident.  Hundreds of people are killed in mountainous Nepal every year in floods and landslides, which are common during the annual monsoon rains from June to September.",Rolpa,5km,landslide,downpour,medium,unknown,3.0,,,,,glc,3875.0,Nepal,NP,,5427.0,Besisahar,56.80704,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,82.6513,28.7014,2054
Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29864009_1_panthal-jammu-srinagar-national-highway-heavy-rains,3892,08/07/2011 12:00:00 AM,,"Panthal, Jammu-Srinagar National Highway, between Kashmir and the rest of the country","The Jammu-Srinagar National Highway, which is the sole surface link between Kashmir and the rest of the country, was reopened for traffic today after a day long closure due to landslides triggered by heavy rains in Ramban district.  The 300 km-long highway was reopened for vehicular traffic today after clearance of landslide at Digdol and Panthal in Ramban district, police said.  Over 1,000 vehicles, which were stranded at various places in Udhampur, Nagrota, Ramban, Patnitop, Banihal and Batote areas of the Highway due to the landslide, were allowed to move, they said.","Panthal, Jammu-Srinagar National Highway, between Kashmir and the rest of the country",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3892.0,India,IN,Kashmir,9106.0,Katra,7.61848,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.0018,33.0271,2107
print.dailymirror,http://print.dailymirror.lk/news/provincial-news/35703.html,3110,02/11/2011 12:00:00 AM,,"Badulla : Tuesday, 15 February 2011 00:00  …  Meanwhile 61 families have been displaced due to a landslide in a hilly area of Keragalakanda in the Pa*","Tuesday, 15 February 2011 00:00  …  Meanwhile 61 families have been displaced due to a landslide in a hilly area of Keragalakanda in the Passara Divisional Secretary’s area. Divisional Secretary Prabhath Abeywardene said three houses had been razed to the ground and several others partly damaged and that the displaced families were being accommodated at the Welgolla Junior School refugee camp.  However all government schools and roads in the Badulla district that had been closed for more than a week due to the torrential rains were reopened last morning.",,10km,landslide,continuous_rain,medium,unknown,0.0,,,,,glc,3110.0,Sri Lanka,LK,Uva,47587.0,Badulla,14.68068,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.1752,6.9315,671
headlinesindia,http://www.headlinesindia.com/natural-disasters/flood/darjeeling-landslide-toll-reaches-27-12747.html,1031,05/26/2009 12:00:00 AM,,"Kurseong, Darjeeling, West Bengal","With the recovery of three more bodies, the toll in the landslides in West Bengal's hill district of Darjeeling due to Cyclone Aila has risen to 27, police said today.   ""We have recovered three bodies from the debris at Rangiabong under Jorbungalow police station area this (Thursday) morning. One of the bodies has been identified as Pramila Rai, 68,"" a senior official of the Jorbungalow police station said.   He said the teams of Natural Disaster Management Authority have started rescue operations in the cyclone-hit areas.   Meanwhile, state Home Secretary Ardhendu Sen reached Darjeeling Thursday morning to hold meetings with the district administration. He is likely to visit the landslide-affected zones and will also survey the situation there.   ""Search operations are on in some areas as at least four people are still missing from the Darjeeling district after the cyclonic storm,"" the police officer said.   According to district administration sources, 14 bodies were found in ar","Kurseong, Darjeeling, West Bengal",5km,landslide,tropical_cyclone,medium,unknown,7.0,,Cyclone Aila,,,glc,1031.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21657,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2791,26.8836,1562
The Tribune,http://tribune.com.pk/story/863567/kurram-agency-landslide-destroys-20-houses/,7186,04/02/2015 11:00:00 PM,,Warasta village of Central Kurram Agency,At least 20 houses were destroyed by a landslide following heavy rain in Warasta village of Central Kurram Agency in the late hours of Thursday. Out of 60 houses in the village.most of the people had been evacuated from their homes in advance due to the forecasted landslide risk.,Warasta village of Central Kurram Agency,50km,landslide,continuous_rain,medium,other,0.0,0.0,,,,glc,7186.0,Pakistan,PK,Federally Administered Tribal Areas,3334.0,Alīzai,28.29959,07/14/2015 02:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,70.4457,33.7795,1551
New India Press,http://www.newindpress.com/NewsItems.asp?ID=IET20071026025952&Page=T&Headline=Landslide+in+Yercaud&Title=Southern+News+-+Tamil+Nadu&Topic=0,324,10/25/2007 12:00:00 AM,,Salem - Yercaud ghat road,"affected traffic, 10-metre stretch slid onto road",Salem - Yercaud ghat road,25km,landslide,rain,medium,unknown,1.0,,,,,glc,324.0,India,IN,Tamil Nādu,778396.0,Salem,14.97909,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.2034,11.7792,1418
Yahoo News,https://www.yahoo.com/news/landslide-kills-17-myanmar-state-media-031059438.html?ref=gs,8708,10/13/2015 12:00:00 AM,,Myanmar (Burma),"A landslide triggered by torrential rains has killed at least 17 people in eastern Myanmar and forced the evacuation of scores more, state media said on Tuesday.  The landslide hit a village in Hpa-saung township in the remote Kayah state on Monday afternoon, killing 10 men and seven women, the Global New Light of Myanmar reported.  More than 360 people areas have been relocated to temporary relief camps that have been opened at schools and a local hospital, with more heavy rain expected, it said.  Scores of people died in July when the worst flooding in years hit the country, affecting 1.6 million people nationwide.  Myanmar's annual monsoon rains provide a lifeline to farmers but can also prove deadly, with landslides and flash floods a common occurrence.  The recent floods have devastated vast swathes of land in the country's crucial rice bowl regions and raised concerns about reaching voters ahead of much-anticipated November 8 elections.",Myanmar (Burma),unknown,landslide,monsoon,large,unknown,17.0,0.0,,,,glc,8708.0,Myanmar [Burma],MM,Mandalay,117303.0,Pyin Oo Lwin,10.9417,07/08/2016 01:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.4669,22.1334,1274
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-buried-one-injured-in-landslide/971189.html,4240,03/04/2012 08:00:00 AM,,"Pithoragarh district, Uttarakhand","Dehra Dun, Mar 5 (PTI) A labourer couple were buried alive and another person was injured when landslides hit an under-construction road in Pithoragarh district, police said today. The incident occured in the hilly region on Manmanle-Dobans road of the district last evening, where the labourers were living in tents, they said. The bodies of labourer couple Deepak (34) and his wife Tulsi (28) were recovered from the debris while another worker identified as Mukesh has been admitted to a nearby hospital with minor injuries, police said","Pithoragarh district, Uttarakhand",10km,landslide,unknown,medium,unknown,2.0,,,,,glc,4240.0,India,IN,Uttarakhand,47571.0,Pithorāgarh,0.4923,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2123,29.5798,1532
eKantipur,http://www.ekantipur.com/2014/10/01/national/dashain-brings-no-joy-to-landslide-victims/395882.html,6227,08/16/2014 12:00:00 AM,,Surkhet ,"Series of natural disasters like floods and landslides in Surkhet in the past one month have displaced 4,817 people from 1,115 households. The displaced have been taking shelter at 24 camps established by the government in the district.",Surkhet ,unknown,landslide,rain,large,unknown,,,,,,glc,6227.0,Nepal,NP,Mid Western,31381.0,Birendranagar,8.0819,10/09/2014 09:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.64645269,28.61209203,1013
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2247,08/14/2010 12:00:00 AM,,"Tuensang-Shamatore(Sampurre) rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Tuensang-Shamatore(Sampurre) rd, Nagaland",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2247.0,India,IN,Nāgāland,33748.0,Tuensang,13.31188,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8422,26.148,1506
My Republica,http://www.myrepublica.com/news/2979,9246,07/29/2016 12:00:00 AM,,"Chukjhad, Kanda, Bajhang District, Nepal","Estimated location within Kanda. Five houses have been buried due to landslide triggered by torrential rain in Bajhang district on Friday. Similarly, eight houses are at high risk of landslide. Narendra Chand, Deputy Superintendent of Police at the District Police Office, Bajhang, said that the landslide has swept away houses of Bam Bahadur Bohara, Gore Bohara, Lal Bahadur Bohara, Mohan Bahadur Bohara and Min Bahadur Bohara of, Chukjhad in Kanda VDC-4. Similarly, houses of Ram Bohara, Jogmal Bohara, Dalbhan Kami, Phuge Bohara, Giri Bohara, Dhurpu Bohara, among others are at high risk.  Police said that no human casualty has been reported yet. Chand said that they have failed to get latest information about the incident as communication service has remained disrupted. There is settlement of 105 families in Chukjhad village, it is learnt. The entire village is now at high risk of landslide as torrential rain is still taking place.  Chand said that a police team has headed towards the inc","Chukjhad, Kanda, Bajhang District, Nepal",25km,landslide,downpour,large,unknown,0.0,0.0,,,,glc,9246.0,Nepal,NP,Far Western,5026.0,Burang,46.52817,08/01/2016 02:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.2603,29.8825,4991
The hindu.com,,227,09/03/2007 12:00:00 AM,,Saghutar in Rammechap District,house collapsed in small village in district,Saghutar in Rammechap District,10km,landslide,rain,medium,unknown,,,,,,glc,227.0,Nepal,NP,Central Region,0.0,Rāmechhāp,0.07146,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.087,27.3258,1281
allaboutbelgaum.com,http://allaboutbelgaum.com/lifestyle/travel/landslide-in-amboli/,2176,07/30/2010 03:00:00 PM,,"Amboli, Belagum, 1.5 km from main waterfalls","There was a huge landslide in Amboli, about one and half kilometers from the main water falls yesterday afternoon. The locals fear of tourists being under the debris, however the officials on the spot have not categorically denied this fact. The army has been called in to help clear the debris.","Amboli, Belagum, 1.5 km from main waterfalls",5km,landslide,rain,medium,unknown,0.0,,,,,glc,2176.0,India,IN,Maharashtra,23384.0,Sāvantvādi,19.34853,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.9958,15.9517,703
africa.reuters,http://africa.reuters.com/world/news/usnDEL257604.html,727,08/18/2008 12:00:00 AM,,"Lalkhan Bazar in Chittagong, Cox Bazar","occurred in morning at Motijharna, chunks of soil rolled down from 10-12 meters smashing huts below; 142 millimeters (5.6 inches) of rain in 24 hours","Lalkhan Bazar in Chittagong, Cox Bazar",10km,landslide,monsoon,medium,unknown,11.0,,,,,glc,727.0,Bangladesh,BD,Chittagong,3920222.0,Chittagong,0.83926,07/20/2015 02:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8242,22.3421,30
Times of India,http://timesofindia.indiatimes.com/city/mumbai/Heavy-rains-cause-landslide-in-suburban-Mumbai/articleshow/6241961.cms,2181,07/31/2010 06:20:00 PM,,"Milimd Nagar slum, Ghatkopar area in suburban Mumbai","Heavy rains triggered a landslide  in Ghatkopar area in suburban Mumbai  on Saturday, civic officials said. According to the officials, the landslide, which occurred around 6.20 pm at Milimd Nagar slums, buried half a dozen shanties. ""However, no one has been injured or dead. Although searches are on. As a precautionary measure we had already shifted 25 to 30 hutments from the area due to heavy rains,"" a civic official said.","Milimd Nagar slum, Ghatkopar area in suburban Mumbai",1km,landslide,downpour,medium,urban,0.0,0.0,,,,glc,2181.0,India,IN,Maharashtra,20000.0,Powai,2.15021,01/06/2016 09:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.8889,19.1287,26
The Statesman,http://www.thestatesman.com/news/northeast/landslides-snap-siliguri-gangtok-road-link/70121.html,6964,06/17/2015 12:00:00 AM,,"National Highway 31A, Darjeeling Hills","Note: one article listed multiple landslides, unspecific. Following heavy rainfall in the Darjeeling hills, there were three landslides at three spots on National Highway 31A, considered the lifeline of Sikkim.","National Highway 31A, Darjeeling Hills",50km,landslide,downpour,small,unknown,0.0,0.0,,,,glc,6964.0,India,IN,West Bengal,43000.0,Kālimpang,6.96339,06/25/2015 07:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.443,27.0087,315
Xinhua News,http://news.xinhuanet.com/english/2015-02/27/c_134024102.htm,6805,02/27/2015 12:00:00 AM,,Sino-Pakistan Highway in Akto County,More than 500 people and 100 vehicles have been trapped after mudslides triggered by melting snow hit a section of the Karakoram Highway in northwest China's Xinjiang on Friday.,Sino-Pakistan Highway in Akto County,unknown,mudslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,http://news.xinhuanet.com/english/2015-02/27/134024102_14250387186961n.jpg,,glc,6805.0,China,CN,Xinjiang Uygur Zizhiqu,0.0,A’yi Take,39.16497,03/02/2015 05:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.0635,38.745,3314
morungexpress,http://www.morungexpress.com/regional/1752.html,683,08/01/2008 12:00:00 AM,,"Meghalaya, Kalaphahar kills",4 villages on Bangladesh-India border affected by flooding/sand-debris blocking major roads. Occurred sometime 7-20 to 8-16,"Meghalaya, Kalaphahar kills",50km,landslide,rain,medium,unknown,,,,,,glc,683.0,Bangladesh,BD,Sylhet,237000.0,Sylhet,3.0718,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.9022,24.896,17
thaindian,http://www.thaindian.com/newsportal/enviornment/chandigarh-manali-highway-closed-after-landslides_100245308.html,1149,09/09/2009 11:00:00 PM,,"Bilaspur and Mandi towns, Chandigarh-Manali National Highway-21, Himachal Pradesh","The Chandigarh-Manali highway has been closed at various places between Bilaspur and Mandi towns since Wednesday night due to landslides triggered by uninterrupted rain in the region for the past two days,","Bilaspur and Mandi towns, Chandigarh-Manali National Highway-21, Himachal Pradesh",5km,landslide,downpour,medium,unknown,,,,,,glc,1149.0,India,IN,Himachal Pradesh,25338.0,Sundarnagar,1.92689,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9001,31.5494,861
theshillongtimes.com,http://theshillongtimes.com/2011/08/17/landslides-claim-six/,3927,08/16/2011 08:00:00 AM,,"Garo Hills, Tura","torrential rains from seasonal monsoon, fatalities occurred when landslides buried houses, roads and bridges severely damaged, extensive damage to property and livestock","Garo Hills, Tura",unknown,landslide,downpour,medium,unknown,6.0,,,,,glc,3927.0,India,IN,Meghālaya,63645.0,Tura,0.82423,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,90.2167,25.5144,316
92 News,http://92newshd.tv/dozen-houses-washed-away-by-landslide-in-gilgit-baltistans-ghawari-area/,7269,07/24/2015 12:00:00 AM,,Ghawari,Over a dozen houses were washed away by a devastating landslide in Gilgit-Baltistan’s Ghawari area on Thursday. The flood and landslides have caused large-scale devastation in the area.,Ghawari,5km,landslide,rain,medium,natural_slope,0.0,0.0,,,,glc,7269.0,Pakistan,PK,Gilgit-Baltistan,0.0,Khapalu,26.44758,03/24/2016 12:07:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.0557,35.1807,2341
Daji World,http://www.daijiworld.com/news/news_disp.asp?n_id=314023,7127,04/22/2015 04:00:00 PM,,under the third and fourth Padil-Bajal under-bridge railway tracks,"It is learnt that when concrete slabs were being pushed below the tracks, mounds of mud fell from above. Overnight rains on Tuesday are being blamed for this situation.",under the third and fourth Padil-Bajal under-bridge railway tracks,1km,mudslide,downpour,small,above_road,0.0,0.0,,,,glc,7127.0,India,IN,Karnataka,417387.0,Mangalore,6.49607,07/09/2015 08:51:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8852,12.8659,17
english.ntdtv,http://english.ntdtv.com/ntdtv_en/ns_asia/2010-09-21/018730373390.html,2476,09/20/2010 12:00:00 AM,,"NH-87 near Naintital, Uttarakhand","Nature continues to batter India's northern Uttarakhand state, where landslides have damaged road links near Nainital.  A major chunk of the national highway NH-87 caved in and slid into the valley below, blocking the route and causing big traffic jams.  One driver described the moment his car was swallowed up.  [Chandrasekhar, Driver]:  ""Suddenly the road collapsed and I went down with my car. I somehow saved myself and two other passengers, and we climbed up.""  Engineers assessing the damage say repair work will not begin until after the weather has cleared.  [N. C. Bhatt, Superintendent Engineer, National Highways]:  ""National Highway 87 which connects Kathgodam to Nainital, a part of the road up to 200 meters long has collapsed and sunk by 25 to 30 meters.""","NH-87 near Naintital, Uttarakhand",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2476.0,India,IN,Uttarakhand,5685.0,Bhowāli,2.30798,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.4841,29.3987,2277
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=13163,1369,12/23/2009 12:00:00 AM,,"Rayal VDC-1. Jethara, Bajhang district","DHANGADHI, Dec 23: A girl on her way to school died after being buried in a landslide in Bajhang district on Wednesday.  The deceased is Indra Kumari Jethara, 18, of Rayal VDC-1. Jethara was buried in a landslide near her home at around 7 a.m. while she was heading to Garjepani Higher Secondary School, according to the police.","Rayal VDC-1. Jethara, Bajhang district",10km,landslide,rain,medium,unknown,1.0,,,,,glc,1369.0,Nepal,NP,Far Western,23416.0,Dipayal,24.29285,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.94,29.48,1638
Times of India,http://timesofindia.indiatimes.com/city/dehradun/Rains-trigger-landslides-on-Yamnotri-and-Gangotri-highways-traffic-disrupted/articleshow/48505014.cms,7308,08/15/2015 12:00:00 AM,,Gagnani,"Roads were blocked at Silai bend and Paal village on Yamnotri highway, and Gagnani, Nalupani and Malla on Gangotri highway. All the spots are chronic landslide zones. The logjams caused vehicles to be stranded for a few hours on both the highways on Saturday night.",Gagnani,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7308.0,India,IN,Uttarakhand,17123.0,Uttarkāshi,30.36958,12/14/2015 10:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6814,30.9111,1998
reuters,http://www.reuters.com/article/latestCrisis/idUSBKK101112,678,07/30/2008 12:00:00 AM,,"Hmawzizar Jade Mine in Phakant, Pha-Kant in Kachin state",collapsed jade mine,"Hmawzizar Jade Mine in Phakant, Pha-Kant in Kachin state",25km,complex,downpour,large,unknown,20.0,,,,,glc,678.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,115.14342,09/12/2014 07:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.275,25.606,393
Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29863818_1_chandigarh-manali-manali-highway-landslides,3890,08/07/2011 12:00:00 AM,,Manali highway near Shambal village,"Landslides triggered by incessant rains in Mandi district of Himachal Pradesh blocked Pathankot-Mandi and Chandigarh-Manali national highways for many hours on Sunday.  A massive landslide in Gumma on Pathankot-Mandi national highway No 20 blocked the road at around 1 am on Saturday-Sunday night. Traffic on the highway could be restored after about 12 hours on Sunday. Another landslide near Hanogi temple in Mandi had blocked the Manali highway at 10 pm on Saturday night.  The debris was removed within a few hours, but heavy downpour in Shambal village added to the debris of Saturday's cloudburst and again blocked the highway for more than two hours on Sunday morning. A huge rock came down on the highway near Mandi town at 7 am, which could be removed only after efforts of spanning over two hours.",Manali highway near Shambal village,5km,landslide,downpour,medium,above_road,,,,,,glc,3890.0,India,IN,Himachal Pradesh,28217.0,Mandi,0.2763,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.02239366,31.71456806,868
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-07-31/rain-induced-landslides-block-araniko-highway.html,9260,07/29/2016 12:00:00 AM,,"Siddhicharan Highway in Siddhicharan Municipality-4, Okhaldhunga District, Nepal","Landslide may have occurred within two days of July 29. The Solukhumbu-Okhaldhunga section of the Siddhicharan Highway has been obstructed after a landslide in Siddhicharan Municipality-4. Dozens of vehicles have  been stranded, according to police.","Siddhicharan Highway in Siddhicharan Municipality-4, Okhaldhunga District, Nepal",10km,landslide,downpour,unknown,above_road,0.0,0.0,,,,glc,9260.0,Nepal,NP,Eastern Region,0.0,Rāmechhāp,41.66732,08/01/2016 04:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.5079,27.3027,1692
Kantipuronline.com,http://www.kantipuronline.com/kolnews.php?nid=121684,245,09/07/2007 12:00:00 AM,,Naubise-Simbhanjyang stretch of the Tribhuwan Highway,"along Tribhuwan Highway, blocked traffic going to and from capital",Naubise-Simbhanjyang stretch of the Tribhuwan Highway,50km,landslide,rain,medium,unknown,9.0,,,,,glc,245.0,Nepal,NP,Central Region,44632.0,Kirtipur,18.64547,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.1114,27.5964,2090
www.ekantipur.com,http://www.ekantipur.com/2013/09/04/national/4-hurt-as-landslides-destroy-houses/377477.html,5447,09/03/2013 12:00:00 AM,,"Devisthan, Baglung, Western Region","Four members of a family were injured when a landslide buried a house belonging to Om Gurung at Devisthan-4. Gurung, his wife and two children sustained injuries. Deputy Superintendent of Police Surendra Bahadur Gurung said locals and security personnel rescued the victims and rushed them to the Burtibang Primary Health Post for treatment.","Devisthan, Baglung, Western Region",10km,landslide,downpour,medium,unknown,0.0,4.0,,,,glc,5447.0,Nepal,NP,Western Region,23296.0,Bāglung,31.33247,10/13/2016 06:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.342,28.4505,1935
